id,Ciudad,Latitud,Logitud,GPS,Importancia,Ventas,Estado
367,MEDELLIN,6.283484314,-75.5734177,6.2834843142;-75.5734176993,5,364550,ABIERTO
368,MEDELLIN,6.249165211,-75.55852881,6.2491652107114;-75.5585288077644,5,327025,ABIERTO
369,MEDELLIN,6.264427092,-75.59642276,6.2644270916331;-75.5964227577693,3,360023,ABIERTO
370,MEDELLIN,6.288007394,-75.54653199,6.28800739398;-75.546531989,4,182702,ABIERTO
371,MEDELLIN,6.293326,-75.58949741,6.29332599989201;-75.5894974138871,1,388457,ABIERTO
372,MEDELLIN,6.258445393,-75.5518275,6.25844539274701;-75.5518275002499,2,245549,ABIERTO
373,MEDELLIN,6.251822797,-75.5645157,6.25182279689591;-75.5645157047481,5,318924,ABIERTO
374,MEDELLIN,6.291814842,-75.58283983,6.29181484220794;-75.5828398293401,3,404000,ABIERTO
375,MEDELLIN,6.1848467,-75.6583871,6.1848467;-75.6583871,5,326509,ABIERTO
376,MEDELLIN,6.286985,-75.57930833,6.286985;-75.5793083333,5,304340,ABIERTO
377,MEDELLIN,6.2751967,-75.6052159,6.2751967;-75.6052159,3,354464,ABIERTO
378,MEDELLIN,6.283429832,-75.55604451,6.28342983188968;-75.556044509855,4,313205,ABIERTO
379,MEDELLIN,6.222752736,-75.60596362,6.22275273622478;-75.6059636231804,3,246248,ABIERTO
380,MEDELLIN,6.309186022,-75.57219851,6.30918602155374;-75.5721985071019,1,374969,ABIERTO
381,MEDELLIN,6.289832899,-75.57258242,6.28983289941444;-75.5725824197199,1,360367,ABIERTO
382,MEDELLIN,6.231829306,-75.60426577,6.23182930643405;-75.6042657669036,1,199854,ABIERTO
383,MEDELLIN,6.267313542,-75.56188728,6.26731354198848;-75.56188728412906,5,282484,ABIERTO
384,MEDELLIN,6.273796667,-75.57808167,6.27379666667;-75.5780816667,2,317112,ABIERTO
385,MEDELLIN,6.289718286,-75.58353156,6.289718286;-75.58353156,4,279643,ABIERTO
386,MEDELLIN,6.221917841,-75.60578955,6.2219178411185;-75.6057895486646,4,399122,ABIERTO
387,MEDELLIN,6.23202581,-75.59730582,6.23202581009;-75.5973058209,2,311707,ABIERTO
388,MEDELLIN,6.291666668,-75.59295942,6.29166666768424;-75.5929594164028,2,341824,ABIERTO
389,MEDELLIN,6.256095,-75.61603167,6.25609499999999;-75.6160316666666,3,167544,ABIERTO
390,MEDELLIN,6.249927521,-75.56695557,6.24992752075;-75.5669555664,1,198540,ABIERTO
391,MEDELLIN,6.251679897,-75.57398987,6.25167989731;-75.5739898682,2,217542,ABIERTO
392,MEDELLIN,6.251151085,-75.61225891,6.2511510849;-75.6122589111,2,396314,ABIERTO
393,MEDELLIN,6.290565014,-75.58935547,6.29056501389;-75.5893554688,3,373583,ABIERTO
394,MEDELLIN,6.286136937,-75.57983251,6.28613693656;-75.5798325144,2,173905,ABIERTO
395,MEDELLIN,6.234387788,-75.60763112,6.2343877879;-75.6076311193,2,291129,ABIERTO
396,MEDELLIN,6.251630783,-75.62195587,6.25163078308;-75.6219558716,5,307358,ABIERTO
397,MEDELLIN,6.255574528,-75.55594236,6.25557452838685;-75.5559423629502,1,288409,ABIERTO
398,MEDELLIN,6.253270062,-75.56953874,6.253270062390928;-75.56953874498379,3,397942,ABIERTO
399,MEDELLIN,6.25200081,-75.62205491,6.25200081005321;-75.6220549099741,4,213373,ABIERTO
400,MEDELLIN,6.25196743,-75.57603455,6.25196743011;-75.5760345459,1,402301,ABIERTO
401,MEDELLIN,6.251094341,-75.60367584,6.25109434128;-75.6036758423,1,417429,ABIERTO
402,MEDELLIN,6.244920236,-75.55870059,6.244920236058533;-75.55870058946311,4,176902,ABIERTO
403,MEDELLIN,6.275305634,-75.56564641,6.275305634;-75.56564641,3,164706,ABIERTO
404,MEDELLIN,6.259040356,-75.55109406,6.25904035568;-75.5510940552,5,268885,ABIERTO
405,MEDELLIN,6.255569935,-75.60414124,6.25556993484;-75.6041412354,3,346075,ABIERTO
406,MEDELLIN,6.228296992,-75.58124311,6.228296992;-75.58124311,3,304896,ABIERTO
